,game_id,probability
0,2002-1373-1108,0.5242464346068544
1,2002-1104-1194,0.8565324397738573
2,2002-1112-1364,0.2514531936776493
3,2002-1181-1457,0.08307314735207728
4,2002-1231-1428,0.5324157854235696
5,2002-1242-1221,0.07852881764382405
6,2002-1245-1329,0.5684649179147403
7,2002-1246-1434,0.6382117433549855
8,2002-1281-1274,0.21868778590002544
9,2002-1323-1150,0.5948958866420162
10,2002-1326-1172,0.7301931262254301
11,2002-1332-1285,0.8692180537191887
12,2002-1390-1443,0.5586166775535364
13,2002-1409-1266,0.5473356221241213
14,2002-1423-1425,0.6349540448523152
15,2002-1448-1337,0.5098019543112425
16,2002-1461-1211,0.747303965742961
17,2002-1143-1335,0.42949332564935244
18,2002-1153-1131,0.103644373022071
19,2002-1163-1214,0.17488351133603655
20,2002-1166-1196,0.652553894941101
21,2002-1208-1293,0.21342833492784805
22,2002-1228-1361,0.7636223200128945
23,2002-1268-1373,0.08426444169936077
24,2002-1280-1270,0.68667474341502
25,2002-1301-1277,0.5146456453472839
26,2002-1328-1227,0.1106955240330307
27,2002-1338-1148,0.7336114517507849
28,2002-1356-1403,0.7224050987275826
29,2002-1400-1130,0.6516421314455276
30,2002-1417-1279,0.5315598827605071
31,2002-1458-1385,0.5630408267967167
32,2002-1462-1218,0.30258962523498156
33,2002-1112-1461,0.8006318938087631
34,2002-1181-1323,0.7905203341558723
35,2002-1231-1423,0.30465898788522
36,2002-1242-1390,0.14651983551326575
37,2002-1245-1104,0.5772869832539154
38,2002-1246-1409,0.4446802250850809
39,2002-1281-1326,0.28894490399426837
40,2002-1332-1448,0.2677655920995765
41,2002-1163-1301,0.6994613976355554
42,2002-1228-1166,0.2532015898332835
43,2002-1268-1458,0.8462775092545193
44,2002-1328-1462,0.3061605229207635
45,2002-1338-1143,0.38465326257255755
46,2002-1356-1208,0.33806720608709173
47,2002-1400-1280,0.4567815392177563
48,2002-1417-1153,0.826939734565425
49,2002-1231-1181,0.7869042909490036
50,2002-1245-1338,0.6107911601280057
51,2002-1281-1417,0.616103476829786
52,2002-1328-1112,0.39968238801437106
53,2002-1163-1356,0.193869032548927
54,2002-1242-1228,0.24616632819222672
55,2002-1268-1246,0.6807626852863187
56,2002-1332-1400,0.5921758600204673
57,2002-1231-1245,0.5161097080470455
